,cnstrct_yr,date_lstmo,bin,groundelev,heightroof,bbl,geometry,FLD_AR_ID,FLD_ZONE,STATIC_BFE,Bin #,Job Type,Job Status Descrp,Latest Action Date,Building Type,City Owned,Other Description,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height,Existing Dwelling Units,Proposed Dwelling Units,Existing Occupancy,Proposed Occupancy,Job Description,BBL_x,Borough,CD,CT2010,CB2010,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,LtdHeight,SplitZone,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BBL_y,CondoNo,Tract2010,PLUTOMapID,HeightDiff,LFE_est
2081,1969.0,2017-08-22,3189543,6.0,149.97,3070570012,"POLYGON ((987129.1799253093 148868.7800683318, 987137.8501835625 148859.7394039914, 987142.9102128167 148864.5917564933, 987144.9515473116 148862.3181389933, 987175.5863285686 148828.1987846551, 987180.5298882285 148832.6000225704, 987193.6801243894 148817.8300389926, 987188.9606456467 148813.6282757381, 987207.0931553085 148793.5951793201, 987208.3821947284 148792.1709695797, 987264.3709279018 148829.598060074, 987266.6045192337 148826.2565313313, 987276.0670987221 148832.5819779939, 987290.1992883079 148811.4412722522, 987280.8843463076 148805.2142505788, 987284.3380795571 148800.0475942404, 987228.7302511492 148762.8750964146, 987239.5960430672 148742.7271708347, 987246.5838899765 148729.7695195666, 987250.4080293198 148731.8318514121, 987252.7111743119 148733.0739749197, 987262.6461938177 148714.6524238257, 987256.5189094855 148711.3479684864, 987258.3197588921 148708.0084082358, 987279.4450447279 148668.8365705771, 987272.2511614731 148664.956657076, 987276.6501028093 148656.7998492582, 987255.5300663128 148645.4101082396, 987250.2407068179 148655.2178314068, 987244.7230013122 148652.2421155754, 987216.3638060548 148704.8266560774, 987212.5052179866 148702.7459515812, 987203.6161281434 148719.2285301544, 987209.0787156374 148722.1747184946, 987193.2998758118 148748.6700723206, 987169.0988087232 148780.3432373349, 987164.5499333142 148776.0000701653, 987150.589987474 148790.6201196651, 987155.9200293145 148795.7093483286, 987131.8400249794 148819.8700611618, 987114.6199150678 148838.3201554871, 987120.5040896365 148843.9628607382, 987119.1973337248 148845.3257189115, 987112.2629643992 148852.5563474992, 987129.1799253093 148868.7800683318))",130,AE,11.0,3189543,A1,APPLICATION PROCESSED - ENTIRE,05/10/2016,OTHER,Y,GEN. CONSTR.,17.0,17.0,156.0,156.0,255.0,255.0,J-2,R-2,filing for horizontal enlargement to relocate mechanical equipment for floodproofing as shown on drawings filed herewith.,3070570012,BK,313,326.0,2003.0,R6,,,,,N,D1,3.0,125234,210575,540,210035,0,0,540,0,0,0,2,2,17.0,255,255,234.33,529.67,0.0,0.0,,1.0,5.0,2.0,1102500.0,5485950.0,1102500.0,5485950.0,1969,0,0,3070570012,0,326,1,-6.03,-14.03
2265,1950.0,2017-08-22,3189246,9.0,17.99,3070270025,"POLYGON ((983166.8748578131 149072.1274306701, 983159.2118154021 149124.023652331, 983173.6048312344 149126.1486480733, 983174.9880305673 149116.7825250792, 983182.420102315 149117.8799638177, 983188.6999453922 149075.3498651556, 983166.8748578131 149072.1274306701))",130,AE,11.0,3189246,A1,APPLICATION ASSIGNED TO PLAN EXAMINER,05/11/2016,1-2-3 FAMILY,,GEN. CONSTR.,2.0,3.0,25.0,41.0,1.0,1.0,J-3,R-3,"bib # 016065 convert existing living space below flood elevation to uninhabitable storage space, provide new piling system to support existing foundation as indicated.construct new internal egress stairwell to third floor living space , modify existing utility connections as required.",3070270025,BK,313,336.0,2000.0,R3-1,,,,,N,B9,1.0,2600,1756,0,946,0,0,0,0,0,0,2,1,1.0,2,2,26.0,100.0,22.0,43.0,G,2.0,5.0,1.0,6897.0,22641.0,1550.0,1550.0,1950,0,0,3070270025,0,336,1,-7.01,16.99
2317,1987.0,2017-08-22,3255421,8.0,21.87,3070040031,"POLYGON ((983653.7452751417 148978.1322118235, 983620.4733600643 148973.2181796616, 983609.4222010629 148971.5859650697, 983606.6229940654 148990.5383550007, 983617.6744811381 148992.1702414905, 983617.3457416451 148994.394318403, 983650.6176567237 148999.3083505742, 983653.7452751417 148978.1322118235))",130,AE,11.0,3255421,A1,PLAN EXAM - IN PROCESS,01/27/2017,1-2-3 FAMILY,,GEN. CONSTR.,2.0,3.0,21.0,34.0,1.0,1.0,J-3,R-3,"bib app # 013412 convert existing living space below flood elevation to uninhabitable storage space, provide new piling system to support existing foundation as indicated. construct new internal egress stairwell to new third floor living space. modify existing utility connection as required. no change in egress, use or occupancy.",3070040031,BK,313,328.0,4001.0,R5,,,,,N,A5,1.0,2573,1444,0,1444,0,0,0,0,0,0,2,1,2.0,1,1,21.67,118.75,21.67,33.33,,2.0,5.0,0.0,9480.0,17700.0,0.0,0.0,1987,0,0,3070040031,0,328,1,0.87,9.87
2318,1987.0,2017-08-22,3255421,8.0,21.87,3070040031,"POLYGON ((983653.7452751417 148978.1322118235, 983620.4733600643 148973.2181796616, 983609.4222010629 148971.5859650697, 983606.6229940654 148990.5383550007, 983617.6744811381 148992.1702414905, 983617.3457416451 148994.394318403, 983650.6176567237 148999.3083505742, 983653.7452751417 148978.1322118235))",130,AE,11.0,3255421,A2,APPLICATION PROCESSED - ENTIRE,11/06/2017,1-2-3 FAMILY,,,3.0,3.0,34.0,34.0,1.0,1.0,R-3,R-3,"nyc bib app: 013412 installation of sprinkler and rpz as per plans. no change to egress, use or occupancy.",3070040031,BK,313,328.0,4001.0,R5,,,,,N,A5,1.0,2573,1444,0,1444,0,0,0,0,0,0,2,1,2.0,1,1,21.67,118.75,21.67,33.33,,2.0,5.0,0.0,9480.0,17700.0,0.0,0.0,1987,0,0,3070040031,0,328,1,-12.13,9.87
2324,1985.0,2017-08-22,3188697,9.0,20.87,3070040030,"POLYGON ((983650.6176567237 148999.3083505742, 983617.3457416451 148994.394318403, 983614.1675983965 149015.9146165696, 983647.4395134746 149020.8283206619, 983650.6176567237 148999.3083505742))",130,AE,11.0,3188697,NB,PLAN EXAM - IN PROCESS,03/18/2016,1-2-3 FAMILY,,GEN. CONSTR.,0.0,3.0,0.0,31.0,,1.0,,R-3,"bib # 000443 herewith construct new 3 story, single family attached dwelling having all habitable floors built above the flood plain with new piling system to support existing foundation walls, wet flood proof entry enclosure. all required utility re connections & modifications to exterior entry points.",3070040030,BK,313,328.0,4001.0,R5,,,,,N,A5,1.0,3681,1430,0,1430,0,0,0,0,0,0,2,1,2.0,1,1,31.0,118.75,21.67,33.33,,2.0,5.0,0.0,11700.0,21540.0,11700.0,13070.0,1985,0,0,3070040030,0,328,1,20.87,9.87
2325,1985.0,2017-08-22,3188697,9.0,20.87,3070040030,"POLYGON ((983650.6176567237 148999.3083505742, 983617.3457416451 148994.394318403, 983614.1675983965 149015.9146165696, 983647.4395134746 149020.8283206619, 983650.6176567237 148999.3083505742))",130,AE,11.0,3188697,A1,PLAN EXAM - IN PROCESS,08/07/2017,1-2-3 FAMILY,,GEN. CONSTR.,2.0,3.0,20.0,31.0,1.0,1.0,J-3,R-3,bib#000443 reconstruct 3 story single family attached dwelling having all habitable floors above the flood plain with new piling system to support existing foundation walls. wet flood proof entry enclosure. all required utility connections and modification to entry points.,3070040030,BK,313,328.0,4001.0,R5,,,,,N,A5,1.0,3681,1430,0,1430,0,0,0,0,0,0,2,1,2.0,1,1,31.0,118.75,21.67,33.33,,2.0,5.0,0.0,11700.0,21540.0,11700.0,13070.0,1985,0,0,3070040030,0,328,1,0.87,9.87
2401,1960.0,2017-08-22,3189280,10.0,19.43,3070280015,"POLYGON ((982242.6001315565 148786.3701281573, 982219.7615945663 148734.2793530703, 982212.7652174834 148737.3466041643, 982215.9030064788 148744.5030859172, 982204.1179250642 148749.6700703252, 982219.2842333169 148784.2618646665, 982223.0155250598 148782.6257130674, 982224.6556136471 148786.3658630712, 982228.1290318988 148784.842900258, 982231.0237111456 148791.4452492516, 982242.6001315565 148786.3701281573))",130,AE,11.0,3189280,A1,APPLICATION PROCESSED - ENTIRE,06/24/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,3.0,16.0,24.0,2.0,2.0,J-3,R-3,"bib work app-000398.existing cmu brick, 2 story, 2 family residence. the         existing 1st floor is below the still water depth and is to be abandoned,        interior walls to be removed. the abandoned 1st floor  is to be replaced on the  new 3rd floor unit (frame construction).",3070280015,BK,313,336.0,2002.0,R3-1,,,,,N,B1,1.0,2500,1418,0,1418,0,0,0,0,0,0,2,1,1.0,2,2,25.0,100.0,20.0,41.0,G,1.0,5.0,1.0,6172.0,19270.0,1550.0,1550.0,1960,0,0,3070280015,0,336,1,3.43,19.43
2418,1925.0,2017-08-22,3189228,10.0,31.01,3070260035,"POLYGON ((981968.2204309843 148906.3787464134, 981954.4045137325 148875.1363548198, 981943.9803219744 148879.746253749, 981941.2464035571 148873.5641795027, 981925.1939422335 148880.6629185703, 981927.5650004767 148886.024456423, 981924.679835643 148887.3000444104, 981941.2099863156 148924.6798908974, 981960.2211031467 148916.2730835761, 981958.8356072307 148913.1398877406, 981960.90942198 148912.2228948219, 981959.9435446427 148910.0388440786, 981968.2204309843 148906.3787464134))",130,AE,11.0,3189228,A1,PLAN EXAM - IN PROCESS,07/24/2017,1-2-3 FAMILY,,GEN. CONSTR.,3.0,3.0,37.0,37.0,3.0,3.0,J-3,R-3,bib app-007580 rehabilitation of existing residence with relocation of mechanical room location and installation of new mechanical equipment,3070260035,BK,313,336.0,3007.0,R3-1,,,,,N,C0,2.0,2871,3078,0,3078,0,0,0,0,0,0,2,1,2.0,3,3,43.5,66.0,28.0,40.0,G,1.0,5.0,1.0,7144.0,29859.0,1550.0,1550.0,1925,0,0,3070260035,0,336,1,-5.99,21.01
2419,1925.0,2017-08-22,3189228,10.0,31.01,3070260035,"POLYGON ((981968.2204309843 148906.3787464134, 981954.4045137325 148875.1363548198, 981943.9803219744 148879.746253749, 981941.2464035571 148873.5641795027, 981925.1939422335 148880.6629185703, 981927.5650004767 148886.024456423, 981924.679835643 148887.3000444104, 981941.2099863156 148924.6798908974, 981960.2211031467 148916.2730835761, 981958.8356072307 148913.1398877406, 981960.90942198 148912.2228948219, 981959.9435446427 148910.0388440786, 981968.2204309843 148906.3787464134))",130,AE,11.0,3189228,A1,PLAN EXAM - IN PROCESS,10/16/2017,1-2-3 FAMILY,,GEN. CONSTR.,3.0,3.0,31.0,37.0,3.0,3.0,RES,R-2,"bib app-007580. elevation of existing dwelling to be raised 6 feet. existing basement shall de demolished and rebuilt above dfe and in compliance with appendix g of nyc code. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. this application is fee exempt based on legislation intro 389.",3070260035,BK,313,336.0,3007.0,R3-1,,,,,N,C0,2.0,2871,3078,0,3078,0,0,0,0,0,0,2,1,2.0,3,3,43.5,66.0,28.0,40.0,G,1.0,5.0,1.0,7144.0,29859.0,1550.0,1550.0,1925,0,0,3070260035,0,336,1,0.01,21.01
2428,1955.0,2017-08-22,3322046,9.0,123.24,3070670001,"POLYGON ((985622.7426494801 147753.7878757468, 985625.3502558168 147712.1239170772, 985635.0090291515 147712.7282465771, 985637.1924237321 147677.8385525812, 985627.1140318033 147677.2076483374, 985631.6737339823 147604.3475578308, 985595.4398825583 147602.0798458161, 985590.8798523113 147674.9399363272, 985579.5475258997 147674.2309482461, 985577.3641313183 147709.1206422466, 985588.6964577299 147709.8299584113, 985584.7460063105 147772.9508951651, 985621.3998044007 147775.2448538263, 985622.7426494801 147753.7878757468))",130,AE,11.0,3322046,A2,APPLICATION PROCESSED - ENTIRE,02/08/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,123.0,123.0,109.0,109.0,A,A,"nycha bldg #5- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,0.24,-7.76
2429,1955.0,2017-08-22,3322046,9.0,123.24,3070670001,"POLYGON ((985622.7426494801 147753.7878757468, 985625.3502558168 147712.1239170772, 985635.0090291515 147712.7282465771, 985637.1924237321 147677.8385525812, 985627.1140318033 147677.2076483374, 985631.6737339823 147604.3475578308, 985595.4398825583 147602.0798458161, 985590.8798523113 147674.9399363272, 985579.5475258997 147674.2309482461, 985577.3641313183 147709.1206422466, 985588.6964577299 147709.8299584113, 985584.7460063105 147772.9508951651, 985621.3998044007 147775.2448538263, 985622.7426494801 147753.7878757468))",130,AE,11.0,3322046,A2,APPLICATION PROCESSED - ENTIRE,09/29/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,123.0,123.0,109.0,109.0,A,A,"nycha bldg #5- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,0.24,-7.76
2430,1955.0,2017-08-22,3322045,7.0,124.59,3070670001,"POLYGON ((985459.6251935676 147799.0335201655, 985463.8643583072 147737.2967670014, 985472.4384881381 147737.8856765747, 985475.4027210632 147694.7200805038, 985466.8285912294 147694.1311709072, 985471.0185434819 147633.1119359919, 985433.709891066 147630.5499332462, 985429.2699393185 147695.2099089115, 985420.4526997234 147694.6045951563, 985417.8867599833 147731.9719744965, 985426.7039995639 147732.5776163353, 985422.3165411522 147796.4715174012, 985459.6251935676 147799.0335201655))",130,AE,11.0,3322045,A2,APPLICATION PROCESSED - ENTIRE,02/08/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,123.0,123.0,107.0,107.0,A,A,"nycha bldg #4- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,1.59,-8.41
2431,1955.0,2017-08-22,3322045,7.0,124.59,3070670001,"POLYGON ((985459.6251935676 147799.0335201655, 985463.8643583072 147737.2967670014, 985472.4384881381 147737.8856765747, 985475.4027210632 147694.7200805038, 985466.8285912294 147694.1311709072, 985471.0185434819 147633.1119359919, 985433.709891066 147630.5499332462, 985429.2699393185 147695.2099089115, 985420.4526997234 147694.6045951563, 985417.8867599833 147731.9719744965, 985426.7039995639 147732.5776163353, 985422.3165411522 147796.4715174012, 985459.6251935676 147799.0335201655))",130,AE,11.0,3322045,A2,APPLICATION PROCESSED - ENTIRE,09/29/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,123.0,123.0,107.0,107.0,A,A,"nycha bldg #4- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,1.59,-8.41
2432,1955.0,2017-08-22,3322042,9.0,123.13,3070670001,"POLYGON ((985277.0500993871 147855.1708750738, 985281.8266646422 147780.4331636647, 985293.1629280602 147781.1578997468, 985295.3771624739 147746.5113155046, 985284.0408990677 147745.7869075014, 985287.9824922229 147684.1121620717, 985278.603573975 147683.5127538295, 985251.0199677374 147681.7499620795, 985247.8017983111 147732.1058324993, 985247.1098705704 147742.9299578251, 985236.6495896433 147742.261652071, 985234.335289806 147778.4745061637, 985244.7955707337 147779.1431399967, 985240.5298312306 147845.8933345672, 985229.5570841423 147845.1918924029, 985229.1148278142 147852.1075609916, 985277.0500993871 147855.1708750738))",130,AE,11.0,3322042,A2,APPLICATION PROCESSED - ENTIRE,02/05/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,123.0,123.0,106.0,106.0,A,A,"nycha bldg #3- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,0.13,-7.87
2433,1955.0,2017-08-22,3322042,9.0,123.13,3070670001,"POLYGON ((985277.0500993871 147855.1708750738, 985281.8266646422 147780.4331636647, 985293.1629280602 147781.1578997468, 985295.3771624739 147746.5113155046, 985284.0408990677 147745.7869075014, 985287.9824922229 147684.1121620717, 985278.603573975 147683.5127538295, 985251.0199677374 147681.7499620795, 985247.8017983111 147732.1058324993, 985247.1098705704 147742.9299578251, 985236.6495896433 147742.261652071, 985234.335289806 147778.4745061637, 985244.7955707337 147779.1431399967, 985240.5298312306 147845.8933345672, 985229.5570841423 147845.1918924029, 985229.1148278142 147852.1075609916, 985277.0500993871 147855.1708750738))",130,AE,11.0,3322042,A2,APPLICATION PROCESSED - ENTIRE,09/29/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,123.0,123.0,106.0,106.0,A,A,"nycha bldg #3- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,0.13,-7.87
2435,1955.0,2017-08-22,3322044,9.0,124.27,3070670001,"POLYGON ((985102.7915896457 147800.7825324158, 985106.3719630535 147736.5329890007, 985117.3657074728 147737.1455205753, 985118.0471365608 147724.9168704939, 985119.4464119847 147699.8070125685, 985110.3824537267 147699.3017642435, 985113.9700449712 147634.9200032433, 985077.5399997242 147632.8901516547, 985074.1338385666 147694.015685569, 985064.4809707281 147693.4779570008, 985062.036421807 147737.347947988, 985071.6892896449 147737.885676584, 985068.2916586421 147798.8599640862, 985102.7915896457 147800.7825324158))",130,AE,11.0,3322044,A2,APPLICATION PROCESSED - ENTIRE,02/05/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,120.0,120.0,108.0,108.0,A,A,"nycha bldg #2- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,4.27,-6.73
2436,1955.0,2017-08-22,3322044,9.0,124.27,3070670001,"POLYGON ((985102.7915896457 147800.7825324158, 985106.3719630535 147736.5329890007, 985117.3657074728 147737.1455205753, 985118.0471365608 147724.9168704939, 985119.4464119847 147699.8070125685, 985110.3824537267 147699.3017642435, 985113.9700449712 147634.9200032433, 985077.5399997242 147632.8901516547, 985074.1338385666 147694.015685569, 985064.4809707281 147693.4779570008, 985062.036421807 147737.347947988, 985071.6892896449 147737.885676584, 985068.2916586421 147798.8599640862, 985102.7915896457 147800.7825324158))",130,AE,11.0,3322044,A2,APPLICATION PROCESSED - ENTIRE,09/29/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,120.0,120.0,108.0,108.0,A,A,"nycha bldg #2- proposed new roof, generator, mep room, as well as lobby renovation and flood barrier planks.  all as per plans filed herewith.",3070670001,BK,313,340.0,1000.0,R5,,,,,N,D1,3.0,271161,537200,0,537200,0,0,0,0,0,0,2,5,14.0,780,780,797.25,340.08,174.0,40.0,,0.0,3.0,2.0,1829250.0,15748650.0,1829250.0,15748650.0,1955,0,0,3070670001,0,340,1,4.27,-6.73
2469,1974.0,2017-08-22,3385303,8.0,99.88,3070530014,"POLYGON ((986151.5440853114 148657.0849536545, 986150.4906097347 148654.0980829919, 986149.2429088069 148651.1869995818, 986147.8062319008 148648.3638424874, 986146.1871406435 148645.6410789067, 986144.3925248092 148643.030191736, 986142.4299303157 148640.5426639039, 986140.3078873178 148638.1893221629, 986138.0359102334 148635.9803370748, 986135.6235134755 148633.9255511647, 986133.0815238081 148632.0331664887, 986130.4204398985 148630.3120413304, 986127.6524008076 148628.7693934952, 986124.7888894831 148627.4117846494, 986121.8423730582 148626.2454484128, 986118.8259748988 148625.2749779134, 986115.7521621441 148624.5049663253, 986101.0769946418 148622.3458499036, 986101.2213513115 148621.3629122434, 986105.7016573129 148590.9148104063, 986107.095683395 148581.4414041533, 986092.9569321428 148579.3610277406, 986092.6924969864 148581.1569559194, 986065.4422234021 148577.1471213994, 986067.1269313121 148564.3541679826, 985940.7741656431 148547.7124690015, 985940.3620929682 148550.8407435745, 985935.7833619725 148585.6060939951, 985935.7800811388 148585.6300440799, 985937.3617709007 148585.8383769918, 986060.244071068 148603.922002248, 986067.6902503979 148605.0178005734, 986060.226026473 148655.748014086, 986056.7171752317 148655.2319390039, 986041.3195682324 148759.8773989856, 986050.9140372293 148761.2891415653, 986074.3998826441 148764.7448433213, 986073.8119573147 148768.740242156, 986111.3801236467 148774.2681182314, 986119.7324691393 148717.5034679981, 986122.7295103983 148716.4837849855, 986125.652732896 148715.2688924122, 986128.4890133161 148713.8643676519, 986131.226212563 148712.27644432, 986133.8531758046 148710.5116840827, 986136.3574358968 148708.5779609078, 986138.7291503114 148706.483476912, 986140.9574923093 148704.2377464948, 986143.0326194037 148701.8496279165, 986144.9460013962 148699.3302759852, 986146.689108148 148696.6905174904, 986148.2543937262 148693.9411791565, 986149.6352964757 148691.0947281629, 986150.8255828192 148688.1636316612, 986151.8200033923 148685.1600287424, 986152.6146212189 148682.0973708227, 986153.2054993091 148678.9887812531, 986153.5906691402 148675.8477114032, 986153.7678341425 148672.6879408191, 986153.7366662325 148669.5229209076, 986153.4974934775 148666.3664311637, 986153.0506439814 148663.2322510822, 986152.3984143151 148660.13383207, 986151.5440853114 148657.0849536545))",130,AE,11.0,3385303,A2,APPLICATION PROCESSED - ENTIRE,09/22/2015,OTHER,Y,GEN. CONSTR.,17.0,17.0,204.0,204.0,376.0,376.0,RES,RES,"relocate boiler & electrical rooms to above flood elevation. wet and dry flood proofing of 1st floor through out.exterior flood proofing work.removal and installation of new partitions & finishes. new paving, entrance steps and railing as per plans. new windows, doors, louvers. new roof and roofing. requesting directive 2/1975 review.",3070530014,BK,313,342.0,1000.0,R6,,,,,N,D1,3.0,107612,189425,0,189425,0,0,0,0,0,0,2,2,17.0,163,163,535.83,423.17,464.58,165.08,,1.0,5.0,2.0,981000.0,6012000.0,981000.0,6012000.0,1974,0,0,3070530014,0,342,1,-104.12,-62.12
